Player_ID,Reaction_Time,Accuracy,Headshot_Ratio,Fire_Rate,Movement_Speed,Aim_Smoothness,KDR,Label
C179,32.60305378973296,87.4185051417241,82.98235977407887,24.05406433638156,5.008772478615874,0.9812074803168594,7.271898359116843,1
N866,208.90212633586916,69.00485097607339,30.591667086376876,5.009067072906639,3.964200670513592,0.8386041630740335,1.0776111309491665,0
N102,242.08960490220664,45.063928276577066,7.482266266214372,6.266034226881694,4.316404982627077,0.7737191281071993,1.5612044306162252,0
N440,188.47644029283427,34.73758038100974,19.207335739318257,5.438648512810401,4.387134410043534,0.8275024369405043,1.505052717673388,0
N059,244.2737139113073,63.424811318136776,16.458747006792812,5.039698371679455,4.515488148241851,0.84482129512587,0.6484519102414386,0
C121,62.46150629838916,98.46040237488384,82.54361614434433,15.579891016582522,5.171012249323636,0.991676726320156,7.775229006203438,1
N324,291.5255451237763,47.36574774974161,10.240178685843777,6.772697235394325,4.223450039650346,0.865798939743782,1.3840354437177371,0
N975,208.43752552280756,57.17550599405576,11.006102748580428,5.620384521486245,4.249942851092897,0.8265713820410002,2.1406178484949225,0
N412,259.05654010340544,64.40353551873635,18.45309937961508,5.482278857176086,4.741335154387088,0.7981596996518933,1.8689750256546973,0
N856,200.00283045787364,53.20086310703816,30.660175130385117,7.27363039349516,4.246651088584224,0.8358794272349349,1.9082588236718696,0
N821,303.1105470051916,48.56015348287987,5.429551916920994,6.721058807197696,5.073543866661869,0.7603524600890412,1.2986795375463165,0
N045,271.4097764716864,65.46379280099296,9.344326571248072,7.008141868037203,4.53199332423536,0.9000938589906766,0.9436898140022691,0
N050,300.05712537724423,37.73732671325289,23.51823567718947,5.112426243422909,4.263755713069787,0.849198681117549,1.8591245712126276,0
N850,226.61481862835237,54.00528108916248,39.4824413225341,5.476184738439224,4.459674674597563,0.8501307628350521,1.91126191445551,0
N241,229.0812731746521,52.44939200685319,29.013721430597627,6.068042083456246,4.474200342536854,0.8427156798969195,0.9395021400384792,0
N171,268.9692872092566,66.223655974646,15.415924411333425,7.877665812999261,4.331549970276602,0.7639676243737618,1.771161239130144,0
N524,211.01280843930115,66.48836086783967,10.222458735656057,5.092385783275069,4.408506954905464,0.8262983250754936,1.940949528958661,0
N766,201.7908332980361,61.55530660395709,15.58289569298551,7.821869269844906,4.736794295510705,0.8818509903355517,0.9293982790104544,0
N839,228.8166268723258,53.29274678857227,20.122694119768987,6.791027275667704,4.363263390487476,0.8615061547824823,1.6621076553574343,0
N424,259.4879525165172,60.143155258928864,25.416935798962392,6.10480879297419,5.23308394130574,0.9202028563497746,2.031337562954322,0
N381,285.06920494056857,48.35753325452938,15.223666778953898,8.084081486061807,4.5684403494502845,0.8635591495250962,1.2663486949222396,0
N610,264.2152774465364,52.9928087430873,24.337358460645,7.3863055955773955,4.410670118999372,0.8911697101483427,1.3885659487345456,0
N677,263.8769034298137,50.6318567995198,16.07286390834205,4.425456540078529,4.263561370958981,0.8241082540031135,1.0744790129670734,0
N345,198.93110147394293,44.29107025985372,22.91981123055396,5.985105146974022,4.716042134191588,0.7596557747958813,2.025434816157236,0
N110,219.9301362248956,48.63546683575295,30.43395427538922,4.641657195487517,4.389125663277499,0.8076117291298653,1.6785410254480893,0
N278,280.0132769426713,49.70412719830206,19.20084125133313,6.355887617490026,4.223321444631071,0.851723135301531,1.3797520042759042,0
N678,222.1245284706349,54.69670454003531,29.857314291361767,3.774260761837399,4.471316099399851,0.8311518954330307,1.8670912770548211,0
N571,271.0207790989296,33.276667790332866,16.91572128315091,6.452231311819876,4.3004538424363,0.8337959093313916,1.3589004851456177,0
N359,228.44499999747035,56.07205389294398,17.460916262248688,4.612327215968359,4.505315506227847,0.8598451469872487,1.946983435089884,0
N599,227.1801246023698,60.3859695874213,9.96232468856331,6.715408602190321,3.72403073758972,0.8053665064675364,2.241063644907702,0
N391,263.8954501268254,51.748461380376405,18.63874403954589,6.7622467078162725,4.256971752446593,0.8689393062695007,0.7448274249107484,0
N894,209.2864486884588,59.133680193775945,23.36031221239628,5.080511163932723,4.537107428304791,0.8261072993429333,2.262820627497868,0
N693,262.9850313722216,68.08552567970763,22.75785880229367,5.567697764151918,4.451121137968603,0.7561626172124651,1.176479937038374,0
N728,251.2563943781623,53.34514680243256,0.4608844635151321,4.11617225716811,4.228914094597284,0.8355371044765565,0.7155862870436013,0
N363,319.6524289143051,69.7202557098279,12.013070206979236,7.463809125958138,4.417273877825071,0.8671648627378545,2.0584283826700123,0
N597,220.66756292222703,53.28702512425281,10.818355658907262,6.320093425950951,4.556057392079562,0.8086158446855374,1.8169952148658397,0
N428,242.3983776922609,52.07497835200648,17.07316683112165,8.277387761783546,4.225440800559208,0.906552234989999,0.6605898282297558,0
N071,218.0165751497114,57.676824204578544,18.015977645845105,5.104690223178503,4.553319801469958,0.8413814962412338,1.5473441266028063,0
N322,253.3182174750032,45.25324445075756,19.94362328409532,6.899917078598089,4.727603674819772,0.8964464473736586,1.9780736939694787,0
N653,238.6006556432996,45.68979516250228,13.222679748386511,4.894287961513963,4.78194185203041,0.855855019972291,1.2526246194376094,0
C066,60.30303362987496,92.54510221458528,92.98680234517366,20.156619798741826,4.596044277242296,0.9898218922211108,7.99411648450125,1
N108,308.1629674753867,61.52784866308937,18.980571356769737,6.561334955857013,4.891383588191547,0.865735010062606,2.0497167933615392,0
C109,40.41277764895347,96.03124181514954,84.90607298191726,20.759518755166297,4.945690651381858,0.995413331175652,6.865218096542209,1
N356,227.65264879795387,50.12273006039712,24.53667831189177,5.645464828153012,4.256184933736002,0.7863517149344417,2.4655607209495205,0
N951,220.0355137596792,53.82572651266064,17.51812749330235,7.773774419923752,4.619565412981783,0.8075558268326571,1.4254791327715417,0
N343,258.66543230412816,67.87406686215803,5.5617606348723765,5.974457540073031,4.653710203407232,0.8661209636178683,1.1060336583473949,0
N355,292.2500590779405,57.0061740216246,33.526086614341935,5.789458101838009,4.008641872912649,0.8783470981831214,1.65328948054759,0
N024,197.4415826494464,52.857742254428494,19.66407756519279,5.316086805469117,4.27937739376327,0.8352658248642633,2.05884943052948,0
N044,250.1839876482756,65.99238867568177,23.68493739236967,4.119217068733011,4.806591651057702,0.7775745849178196,1.4022377337103331,0
N244,160.6035044791568,51.16583306118562,34.7876863199771,6.269737337241701,4.603896136283447,0.8488310200600496,1.226609953549162,0
N738,267.5299009249356,51.91076244084213,22.76886976573655,5.896926189395355,4.617296640283175,0.8443000869744754,1.7925680428671884,0
C136,40.988232134839805,97.27738160984592,85.94779461904609,19.37277814411961,5.281937257210314,0.992985461604574,6.887629663943933,1
N368,242.19964537409436,41.27291919879006,16.70401175151489,7.692717784127774,4.212117949077524,0.8113421787496333,2.05583085327168,0
N164,197.69203472486984,22.567951766901288,26.57061806704645,6.207743030306873,4.141702929867198,0.8284157424279879,1.345348312405508,0
C116,74.3331692274866,96.9207435415594,86.24420935511831,21.04301607565807,4.820790639695765,0.9754500483853108,8.686830978136088,1
N333,250.64045053853485,54.42182937154919,18.279129472920403,8.021221364364415,4.35193063327309,0.9140860898018254,0.7850154031913731,0
N989,294.6113349130809,69.70292638111239,11.629787611508007,6.283457732780061,4.995184451581619,0.7886338676068472,1.4765901661954917,0
C173,37.54677188451771,94.63659595651664,82.62266171587386,21.23082145193286,4.738067933505784,0.986869859567499,8.376973674823548,1
C002,55.28489692517806,89.07269372174441,83.45762208794775,18.513953045439028,5.176433179102019,1.0,6.620691107341088,1
N378,187.0158755081745,50.64908569516748,19.338864807151214,7.123159295208927,4.6163977509699246,0.759332148842754,1.8498231586032337,0
N310,221.75994509991287,54.43019335454588,17.45451125585124,4.5028987058686045,4.008204328304968,0.8564154003399211,0.818868897339954,0
N156,255.7602409868543,49.9506420003773,23.804072805897015,6.858452988284987,4.401823849659838,0.8579196162127,1.546301659814802,0
N211,260.2990139181618,62.385525889777945,12.93013625136064,4.832327595464918,4.333396331466041,0.8689456032536601,2.1502824910118354,0
N087,289.3859231803162,60.58014685919668,23.136370801617115,5.898704105393776,4.792006586748574,0.8971128702309499,1.8015536559942091,0
N169,279.3113305136169,51.21025015386868,18.591086706832197,6.202003664537397,4.7784891025769545,0.778628332568991,2.011197020398586,0
N995,271.2957992749958,62.146975261324165,21.520812050178417,3.5974586964038395,4.686456239039891,0.8065782845818243,1.0824094179437207,0
N052,298.26988500711224,77.8952757169896,15.438477335632976,5.89471707663557,4.233233306994953,0.8348373567968704,2.684528282951958,0
